Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Spalte1,Spalte2,Spalte3
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33, X, Y, GroundHeight,Capture Time,0.00,Interval, X, Y,Hor. Distance,Distance Sum,hor. Speed,vert Speed,relative altitude
HNM_0133_0678747765_356ECM_N0090001HELI05213_0000LUJ01,77.4454110902886,18.4280947770739,-2570.32,4.59533027162693,0.237079151211323,63.4144343295333,0.447529981200626,0.89154067281461,0.0698007495936742,-0.894259355297994,0.445798716075157,0.0395437758409191,0.0041377999688999,-0.0801169985896444,0.996776878317512,503.309734390892,-1598.4614787645,-2580.60,45338.91691,152.54,0.13,503.31,-1598.46,0.03,628.02,0.21,-1.11,10.28
HNM_0133_0678747766_250ECM_N0090001HELI05240_0000LUJ01,77.4454178711316,18.428091918056,-2571.22,4.76786414693359,0.129506596616928,64.4976333402581,0.430547278791097,0.899525177529839,0.0740506294064578,-0.902565195264884,0.428888954494278,0.0378197436435817,0.0022603145893469,-0.0831187085000479,0.996537089763969,503.691064531849,-1598.63092730005,-2580.60,45339.78702,153.41,0.87,503.69,-1598.63,0.42,628.44,0.48,-1.04,9.38
HNM_0133_0678747767_148ECM_N0090001HELI05267_0000LUJ01,77.4454231093663,18.428089842179,-2572.18,3.18866535569124,0.862432486596387,64.7907717389968,0.425876770401053,0.903714304967062,0.0439252937459745,-0.904655968982619,0.424508101454188,0.037288732666572,0.0150517180709525,-0.0556176842169986,0.998338679499823,503.985643575228,-1598.75395968747,-2580.59,45340.66053,154.29,0.87,503.99,-1598.75,0.32,628.75,0.37,-1.10,8.41
HNM_0133_0678747767_245ECM_N0090001HELI05270_0000A0J01,77.4454238117608,18.4280896823021,-2572.28,3.14785447136987,0.936605973313868,64.7831951663048,0.425987736221126,0.903719499457009,0.0427260446375962,-0.904581258164845,0.424589752009762,0.0381613661337654,0.016346130003967,-0.054905453185112,0.998357749128252,504.025143306777,-1598.76343438607,-2580.59,45340.75573,154.38,0.10,504.03,-1598.76,0.04,628.80,0.43,-1.08,8.31
HNM_0133_0678747768_041ECM_N0090001HELI05294_0000LUJ01,77.4454280773217,18.4280891700922,-2573.21,4.34495210238402,0.586024886997329,64.9508092777791,0.423374061194952,0.903669013881188,0.0643173200490751,-0.905897231846197,0.421477373011702,0.0413162119821362,0.0102278854457659,-0.0757570946522916,0.997073845293894,504.265019301042,-1598.79378359034,-2580.59,45341.53049,155.16,0.77,504.27,-1598.79,0.24,629.04,0.31,-1.19,7.39
HNM_0133_0678747768_939ECM_N0090001HELI05321_0000LUJ01,77.4454321532819,18.4280891566541,-2574.28,3.38057794567281,0.721817115140096,64.6982893101508,0.427350941492255,0.902814083234815,0.0479364570923266,-0.903998047259977,0.42596955213534,0.0365714533997149,0.0125977520150554,-0.0589633086461335,0.99818065743515,504.494231609293,-1598.7945687678,-2580.59,45342.40398,156.03,0.87,504.49,-1598.79,0.23,629.27,0.26,-1.22,6.32
HNM_0133_0678747769_236ECM_N0090001HELI05330_0000A0J01,77.4454333960604,18.428089595502,-2574.64,4.08808195590459,0.544777846894807,64.8185424430556,0.425467210138431,0.902950642548145,0.0604796678141656,-0.904923892147495,0.423790440331154,0.0389154481479534,0.009508023856196,-0.0712867435489785,0.997410546202782,504.564118166103,-1598.7685527335,-2580.59,45342.69304,156.32,0.29,504.56,-1598.77,0.07,629.34,0.26,-1.26,5.95
HNM_0133_0678747769_833ECM_N0090001HELI05348_0000LUJ01,77.4454356510083,18.4280903640681,-2575.37,4.84016441380158,0.403257286762157,65.007367046096,0.422491261470447,0.903380895080849,0.0735125321563233,-0.906339670873384,0.420456823004712,0.0420054876166164,0.007038109279927,-0.0843742756514564,0.996409276665997,504.690923263641,-1598.72298992758,-2580.62,45343.27395,156.90,0.58,504.69,-1598.72,0.13,629.48,0.23,-1.25,5.26
HNM_0133_0678747770_730ECM_N0090001HELI05375_0000LUJ01,77.4454381498285,18.4280916160879,-2576.32,4.12392571038241,0.970573850146001,64.778461006547,0.426058272985877,0.902843673812111,0.0578588686178907,-0.904537131197455,0.423914104581558,0.0459283161230005,0.0169388991782389,-0.0719036340824724,0.997267737922151,504.831441136577,-1598.64876987204,-2580.55,45344.1476,157.77,0.87,504.83,-1598.65,0.16,629.63,0.18,-1.09,4.23
HNM_0133_0678747771_228ECM_N0090001HELI05390_0000A0J01,77.4454393220847,18.4280924171621,-2576.82,4.25036970222507,0.57400313221329,64.6842308680815,0.427585213515654,0.901796221427415,0.0627252756232201,-0.90391953365115,0.425759444059234,0.0407231197019631,0.0100180769941625,-0.0741112057222684,0.997199662715412,504.897360801077,-1598.60128317515,-2580.55,45344.63136,158.26,0.48,504.90,-1598.60,0.08,629.72,0.17,-1.03,3.73
HNM_0133_0678747771_626ECM_N0090001HELI05402_0000LUJ01,77.4454401901156,18.4280930791425,-2577.21,5.32332700845229,0.184685781388002,64.6601339638687,0.427984591310548,0.900014951065355,0.082475920483313,-0.903780282751594,0.425870633245283,0.0426075609336005,0.0032233693849525,-0.0927754902875127,0.995681835875155,504.946172710994,-1598.56204206909,-2580.55,45345.01965,158.65,0.39,504.95,-1598.56,0.06,629.78,0.16,-1.02,3.34
HNM_0133_0678747772_524ECM_N0090001HELI05429_0000LUJ01,77.4454411051254,18.4280943673704,-2578.07,5.16865993570246,0.125024873745941,64.5429233338436,0.429833777799552,0.899320666353116,0.0804068562546319,-0.902905400320824,0.427909523734629,0.0406851025400757,0.0021820939620674,-0.0900876160600899,0.995931453413613,504.997624646024,-1598.48568020546,-2580.55,45345.89294,159.52,0.87,505.00,-1598.49,0.09,629.87,0.11,-0.98,2.48
HNM_0133_0678747773_222ECM_N0090001HELI05450_0000A0J01,77.4454401619027,18.4280950152162,-2578.73,5.72406349249886,-1.09645878028346,64.8981626563565,0.42415078441284,0.900230229296184,0.0983953573260057,-0.905389385328148,0.423841453455598,0.0250695685596158,-0.0191356478095582,-0.0997193892579882,0.99483157890616,504.944580464932,-1598.44728197782,-2580.55,45346.57251,160.20,0.68,504.94,-1598.45,0.07,629.94,0.10,-0.97,1.82
HNM_0133_0678747773_421ECM_N0090001HELI05456_0000LUJ01,77.4454395810542,18.4280949892674,-2578.92,6.24813685613695,-1.89330923372294,64.8342351749369,0.42500642060065,0.89817596594752,0.112469892159911,-0.90458719987737,0.425967022378627,0.0165557743372409,-0.033038466463242,-0.108775135210787,0.993517201508677,504.911916435816,-1598.44882170907,-2580.55,45346.76615,160.39,0.19,504.91,-1598.45,0.03,629.97,0.17,-0.98,1.63
HNM_0133_0678747774_316ECM_N0090001HELI05483_0000LUJ01,77.4454391479382,18.4280948323984,-2579.81,8.16520518306269,3.52682171556743,64.739989194479,0.425918587862704,0.898940883521441,0.102462893023434,-0.902667804052015,0.41449935731876,0.115676783799727,0.0615157869246113,-0.141758847046759,0.987987974240081,504.887560548684,-1598.45812127775,-2580.55,45347.6371,161.26,0.87,504.89,-1598.46,0.03,629.99,0.03,-1.02,0.74
